職缺名稱,公司,地點,薪資,來源,發布日期,適合度分數,評分原因,連結,職缺描述,要求條件
【台北】BI 商業分析師 【OS】,普鴻資訊股份有限公司,台北市松山區,面議,104,20260518,64.0,"技能匹配(3): sql, etl, 商業分析; 職稱完全匹配: 商業分析師; 地點符合: 台北市松山區; [技能20+職稱30+關鍵字4+地點10]",https://www.104.com.tw/job/915lv," 1. 負責 Power BI 儀表板及報表開發、維護與優化。
 2. 使用 SQL 進行資料擷取、整理與 ETL 前置作業，確保數據正確性與一致性。

* 至少一年以上運用 Microsoft Power BI 建置儀表板。
",
行銷商業智慧分析師 Marketing Business Analyst (Power BI),寰宇家庭股份有限公司,台北市松山區,面議,104,20260513,63.7,"技能匹配(2): dashboard, 數據分析; 職稱完全匹配: business analyst; 地點符合: 台北市松山區; [技能13+職稱30+關鍵字10+地點10]",https://www.104.com.tw/job/91jga,"公司背景： 寰宇家庭股份有限公司（World Family English）是迪士尼最大的出版業授權商，銷售迪士尼美語世界（Disney World of English），為業界嬰幼兒美語學習產品的領導品牌。
團隊背景：跨市場數據與商業智能團隊，負責將來自行銷、銷售、客戶行為及服務營運等多元數據來源轉化為清晰的洞察與可執行的策略建議。團隊成員與行銷、業務、客服及IT等跨部門團隊緊密合作，共同推動...",
Business Analyst (商業分析師),印度商印福思股份有限公司台灣分公司,台北市中山區,面議,104,20260414,63.3,"技能匹配(2): 商業分析, business analysis; 職稱完全匹配: business analyst; 地點符合: 台北市中山區; [技能13+職稱30+關鍵字10+地點10]",https://www.104.com.tw/job/8vvy4,"About Infosys:

Infosys is a global leader in next-generation digital services and consulting. We enable clients in 56+ countries to navigate their digital transformation. With over four decades of ex...",
Business Analyst,Greenpeace East Asia,台北,面議,LinkedIn,2026-05-04,62.7,"技能匹配(2): forecasting, business analytics; 職稱完全匹配: business analyst; 地點符合: 台北; [技能13+職稱30+關鍵字9+地點10]",https://tw.linkedin.com/jobs/view/business-analyst-at-greenpeace-east-asia-4387402250,"Header Purpose and Scope of the Job The Business Analyst is a strategic role within the Operations & Business Analytics (O&BA) Unit, reporting to the O&BA Lead. The role focuses on income safeguarding...",
<Zenzy>資深數據分析師 (Senior Data Analyst),智通科創股份有限公司,台北市內湖區,面議,104,20260521,62.3,"技能匹配(2): 數據分析, 資料分析; 職稱完全匹配: senior data analyst; 地點符合: 台北市內湖區; [技能13+職稱30+關鍵字9+地點10]",https://www.104.com.tw/job/8zap8,"探索，產出具商業影響力的洞察與決策建議。
2. 深度分析用戶行為、生命週期及留存指標，精準識別營運瓶頸並提出數據驅動（Data-Driven）的優化策略。
3. 協同研發團隊優化推薦系統與搜尋模型，參與特徵工程設計、資料標註及實驗成效指標定義。
4",
電力數據分析師與風控資深管理師/副理,星星電力股份有限公司,台北市士林區,面議,104,20260511,61.3,"技能匹配(2): 自動化, 數據分析; 職稱完全匹配: 數據分析師; 地點符合: 台北市士林區; [技能13+職稱30+關鍵字8+地點10]",https://www.104.com.tw/job/91f8w,"本職位結合了深度數據挖掘、風險壓力建模與市場情報分析。核心任務是透過量化模型優化電力資產（如儲能系統 BESS）在自由化市場的表現，並定期產出專業的中台風控報告。您需具備敏銳的市場直覺，能從繁雜的政策變動與氣象數據中提取核心因子，建構極端情境下的壓力測試架構。

1. 中台定期報告與風險監測 (Middle Office Reporting & Oversight)
•產出日/週/月度風控分析報告...",
PA-知名外商 徵 商業分析師 (英文中上/6個月短期專案/1-2年以上相關經驗),新加坡商立可人事顧問有限公司台灣分公司,台北市信義區,面議,104,20260519,61.0,"技能匹配(2): dashboard, 商業分析; 職稱完全匹配: 商業分析師; 地點符合: 台北市信義區; [技能13+職稱30+關鍵字8+地點10]",https://www.104.com.tw/job/8xkdo,"Sales Force Effectiveness (SFE) Specialist 
Responsibilities
•	Perform sales incentive and commission calculations accurately and on time
•	Prepare sales performance reports, including sales activity ...",
外商金融品牌_ 商業分析 師Business Analyst / Insurance System Analyst (台北信義區),Cake Recruitment Consulting,"信義區, 台北市, 台灣",60萬 ~ 96萬 TWD / 年,CakeResume,,61.0,"技能匹配(2): 商業分析, business analysis; 職稱完全匹配: business analyst; 地點符合: 信義區, 台北市, 台灣; [技能13+職稱30+關鍵字8+地點10]",https://www.cake.me/companies/cake-recruitment-consulting/jobs/foreign-financial-brands-business-analyst-insurance-system-analyst,"🚀 職缺亮點
外商金融集團數位轉型專案
深入參與保險核心系統與流程優化
與 PM、Developer、Business User 跨國協作
涵蓋需求分析、Solution Design、UAT、流程規劃等完整專案 lifecycle
適合具 Insurance BA / System Analyst 經驗的人才
📌 職務內容
Requirement Gathering & Business Ana...",
Machine Learning Team Lead,Dcard,台北,面議,LinkedIn,2025-07-15,61.0,"技能匹配(6): sql, python, scikit-learn, xgboost, machine learning, 機器學習; 地點符合: 台北; [技能40+職稱0+關鍵字11+地點10]",https://tw.linkedin.com/jobs/view/machine-learning-team-lead-at-dcard-4267140038,Dcard 是在年輕族群有極高滲透率與影響力的社群平台。我們致力於打造一個讓每個人都可以放心分享自己故事的地方，讓平凡人分享不平凡故事的新世代社群服務。面對快速變化的社群生態，我們期待更多優秀的人才加入 Dcard。 為了達成這個目標，我們需要 Machine Learning Team Lead 加入我們，你將帶領 Dcard 的機器學習團隊，透過大規模使用者數據中發掘洞察，持續提升使用者體驗及...,
商業分析師 Business Analyst_BN,瞬聯科技股份有限公司,台北市信義區,面議,104,20260519,60.7,"技能匹配(2): 數據分析, 商業分析; 職稱完全匹配: business analyst; 地點符合: 台北市信義區; [技能13+職稱30+關鍵字7+地點10]",https://www.104.com.tw/job/91q35,"本職位隸屬於具國際視野與穩健制度的外商保險企業，擁有成熟的產品體系、專業分工與跨部門協作文化。

這份工作適合你，如果你…

- 熟悉保險行政流程，也想接觸需求分析與系統導入
- 喜歡跨部門合作、解決問題與優化流程
- 樂於溝通協調，能在變動中推動事情完成

【本職缺非程式開發或純數據分析職務，如果你熟悉保險行政流程，也曾擔任過需求窗口、參與系統導入或流程改善，歡迎加入我們！】

工作內容
1. ...",
A2-商業分析師 (Data & Business Analyst),意藍資訊股份有限公司,台北市中正區,面議,104,20260515,60.7,"技能匹配(2): 數據分析, 商業分析; 職稱完全匹配: business analyst; 地點符合: 台北市中正區; [技能13+職稱30+關鍵字7+地點10]",https://www.104.com.tw/job/5qu7r,"我們是國內領先的雲端智能數據分析公司，招募有志投入智能數據(Data Intelligence)領域之優秀人才。本職位不限科系，歡迎剛畢業的新鮮人前來投遞履歷。

主要工作內容：
1. 長期經營各產業重點客戶，提供數據分析專業服務
2. 協助客戶分析問題並提出策略建議，產製客戶所需之各式分析報告
3. 協助客戶成功應用本公司之智能數據產品服務，提供客戶所需之諮詢服務與問題排除，或因應客戶應用情境進...",
Consultant / Senior Consultant－Deloitte Regulatory & Financial Risk - Consulting Businesses,德勤,台北,面議,LinkedIn,2026-05-04,60.7,"技能匹配(5): sql, python, tableau, 自動化, 數據分析; 職稱部分匹配: senior data analyst; 地點符合: 台北; [技能33+職稱8+關鍵字9+地點10]",https://tw.linkedin.com/jobs/view/consultant-senior-consultant%EF%BC%8Ddeloitte-regulatory-financial-risk-consulting-businesses-at-deloitte-4265220228,"Req Id: 608 Job Function: Risk, Regulatory & Forensic Job Location: Taipei About The Business 加入金融新興科技風險管理顧問團隊，你/妳將有機會與公司的資訊長、資安長、總稽核、或是營運長面對面交流，對資訊科技風險管理流程與架構提出顧問意見與改善方案，同時就金融科技應用提出科技層面的法規遵循建議內容，幫助我們...",
營運數據分析師,研達國際股份有限公司,台北市中正區,面議,104,20260518,60.3,"技能匹配(2): tableau, 數據分析; 職稱完全匹配: 數據分析師; 地點符合: 台北市中正區; [技能13+職稱30+關鍵字7+地點10]",https://www.104.com.tw/job/91fky,"我們正在尋找一位不僅懂數據，更能洞察 IP 市場趨勢的夥伴。你將透過數據引導公司在數百個 SKU 中精準獲利，並與我們一起打造下一個爆款 IP 產品。

【工作內容】
•進銷存動態分析：分析各通路銷售數據，SKU 貢獻度分析，庫存周轉預警。
•預警系統優化：針對呆滯庫存或退貨率偏高通路，建立並優化警示機制。
•IP 產品營運績效評估：統計各授權案（如酷洛米、蠟筆小新等）與各產品的銷售表現與ROI分...",
"商業分析師 BA/Business Analyst -商業分析(數數發中心, DDT)_I00014618",國泰金控_國泰金融控股股份有限公司,台北市信義區,面議,104,20260519,60.3,"技能匹配(2): 數據分析, 商業分析; 職稱完全匹配: business analyst; 地點符合: 台北市信義區; [技能13+職稱30+關鍵字7+地點10]",https://www.104.com.tw/job/87w39,"1. 掌握新趨勢及商業模式，制定符合組織、業務需求之策略藍圖
2. 規劃與設計以「數據驅動」為核心之商業解決方案，並整合跨單位業務合作以實務落地
3. 與數據分析師、資料科學家合作挖掘、洞察客戶行為/屬性，提出符合業務專業的顧問建議，達成商業決策或提升效率 
4. 執行與推動分析型專案的進行，有效組織/配合團隊合作完成專案分析任務
5. 掌握金融趨勢與前瞻技術，訪談集團內部單位收集業務痛點與發展目...",
進階軟體商業分析師 Business Analyst,直通國際股份有限公司,台北市松山區,面議,104,20260520,60.3,"技能匹配(2): 數據分析, 商業分析; 職稱完全匹配: business analyst; 地點符合: 台北市松山區; [技能13+職稱30+關鍵字7+地點10]",https://www.104.com.tw/job/89rju,"[本職缺主要協助專案運行與客戶需求分析，非數據分析相關職務]

- 與客戶端進行需求訪談與進度報告
- 執行系統分析與規劃、功能測試、教育訓練
- 製作各式專案文件(如：系統分析書、測試報告、操作手冊...等)以及謄寫會議紀錄
- 協助團隊與客戶端溝通協調以及專案時程安排與控管
- 升遷管道透明，未來可朝專案管理(PM)發展
- 需有1.5-2年以上的工作經驗",
資深/經營分析師 (Senior / Business Analyst),友華生技醫藥股份有限公司,台北市北投區,面議,104,20260521,60.3,"技能匹配(2): forecasting, 數據分析; 職稱完全匹配: business analyst; 地點符合: 台北市北投區; [技能13+職稱30+關鍵字7+地點10]",https://www.104.com.tw/job/8ztpr,"本職位旨在透過專業的財務與營運數據分析，協助高階管理層定期了解營運績效、預算管理及新投資的策略，並確保資源配置及集團目標之達成。
*營運績效分析與報告 (Operational Performance Analysis)。
1.定期營運報告。
2.差異分析。
3.定價、折扣、退貨與策略規畫。
4.業績獎金策略計算。
*預算編制與管理 (Budgeting & Forecasting)。
1.年度預...",
Staff Data Analyst 資深數據分析師(Catalog 和 PBS 團隊),酷澎股份有限公司,台北市松山區,面議,104,20260512,60.0,"技能匹配(2): 數據分析, 資料分析; 職稱完全匹配: 資深數據分析師; 地點符合: 台北市松山區; [技能13+職稱30+關鍵字7+地點10]",https://www.104.com.tw/job/8w43e,"隊合作。
主導大型數據集的稽核、清理與驗證，確保用於業務報告及產品功能的數據準確且可信。
．擔任目錄與 PBS 數據結構、定義的專家，指導Junior data analyst及stakeholder。

3. 跨部門合作

．與產品經理、工程主管",
【技術】數據分析師 Data Analyst,PChome Online_網路家庭國際資訊(股)公司,台北市大安區,面議,104,20260521,60.0,"技能匹配(2): 數據分析, 資料分析; 職稱完全匹配: data analyst; 地點符合: 台北市大安區; [技能13+職稱30+關鍵字7+地點10]",https://www.104.com.tw/job/8s9nt," OKR）、設計分析方法，並提出流程與營運優化建議，追蹤改善結果。
4. 資料定義與數據平台設計協作 :
定義資料蒐集需求、清理規則與轉換邏輯（例如事件打點、欄位定義、轉換規則），與資料工程師協作設計並實作數據平台（Data Mart /",
SC-【外商科技公司】Senior Data Analyst (年薪1~2M、英文精通、具備製造業經驗、外商文化),新加坡商立可人事顧問有限公司台灣分公司,台北市內湖區,面議,104,20260519,60.0,"技能匹配(2): 數據分析, 資料分析; 職稱完全匹配: senior data analyst; 地點符合: 台北市內湖區; [技能13+職稱30+關鍵字7+地點10]",https://www.104.com.tw/job/8a3oj,"Senior Data Analyst
Key Responsibilities:
•	Engage with stakeholders, including operational managers and senior executives,",
